date,comments,NEG,NEU,POS,others,joy,sadness,anger,surprise,disgust,fear,hateful,targeted,aggressive
2021-01-11,"Rusia es una potencia. No puede permitir que su imagen se caiga. Si sus vacunas presentaran problemas, perderian legitimidad. Putin no es un imbecil, no arriesgaria a que su imagen se vea afectada, se aseguraron de que la vacuna funcionara antes de exportarla. Su reputación esta en juego.",0.8103681206703186,0.169412150979042,0.0202197395265102,0.3846280574798584,0.0038597343955188,0.0621903054416179,0.4478555619716644,0.0074240346439182,0.079472079873085,0.0145702641457319,0.7517387270927429,0.0175694413483142,0.2797792851924896
2021-01-11,hágase vacunar toda su familia si lo ve bien,0.003177092410624,0.9303815960884094,0.0664412826299667,0.8974962830543518,0.0235376805067062,0.0140678836032748,0.0276241488754749,0.0145733105018734,0.0112622892484068,0.0114384284242987,0.076735034584999,0.0146605614572763,0.0330060832202434
2021-01-11,"Si, lo voy a hacer. El problema es que las vacunas, igual que los barbijos, solo funcionan si todos lo usan.",0.3050366342067718,0.6869184970855713,0.0080449022352695,0.922520399093628,0.0075461771339178,0.013749124482274,0.0342377610504627,0.0050690667703747,0.0108299646526575,0.0060474979691207,0.2552119791507721,0.0065782940946519,0.054889541119337
2021-01-11,el Gobierno dijo la vacuna es voluntario así q si no lo quieres no desinformes,0.0028326432220637,0.9931482672691344,0.0040190177969634,0.9539149403572084,0.0038550081662833,0.0079200137406587,0.0199718587100505,0.0048126014880836,0.0066196885891258,0.00290591805242,0.0407475568354129,0.0151536678895354,0.0240923408418893
2021-01-11,todos los países socialistas sea caracterizado po ocultar información..,0.4925936758518219,0.5053661465644836,0.0020401449874043,0.7814655900001526,0.003671443555504,0.0158753991127014,0.082790657877922,0.0197188910096883,0.0664199963212013,0.0300579275935888,0.2159928530454635,0.0048192935064435,0.0678732469677925
2021-01-11,"Puede investigar un poco no creo que quiera que manden un informe a su casa o si ? La información está allí así como en las plataformas de información de la OMS , solo nesecita imbestigar 😒",0.9919400811195374,0.0074773519299924,0.0005826208507642,0.9097382426261902,0.0013083118246868,0.0058875018730759,0.0400017276406288,0.0136491060256958,0.0227904841303825,0.00662462413311,0.0690050348639488,0.0171323232352733,0.0417074412107467
2021-01-11,Carajo gente de mrd con. Nada está conforme solo quiere causar arena si no quieren vacunarse nadie los obliga pueden irse a la mrd👀,0.9981688261032104,0.0013349746586754,0.0004962348612025,0.0086367568001151,0.0019726632162928,0.0038806607481092,0.8757193684577942,0.0017067646840587,0.10435201972723,0.0037317213136702,0.3219642639160156,0.0059666344895958,0.1838937103748321
2021-01-11,ya van más de 1 millón de vacunados de donde sacas fuentes que no la usan?,0.6951659917831421,0.2990642189979553,0.0057698376476764,0.4497075974941253,0.0037799715064466,0.0234719961881637,0.3543816804885864,0.0381855405867099,0.0999329686164856,0.0305402297526597,0.1332247853279113,0.011387194506824,0.0414681583642959
2021-01-11,si quieres la tomas...sino te las arrglas como puedes...personalmente no cuestiono a la sputmik...pero no me vacunare ni con la vacuna yanki....mi cuerpo debe adaptarse y generar sus defensas...asi lo supere en agosto asintomatico,0.0062190839089453,0.988735020160675,0.0050458959303796,0.8732204437255859,0.0335914008319377,0.0315506123006343,0.0271643120795488,0.0175337642431259,0.0086875073611736,0.0082520535215735,0.6721764206886292,0.032071940600872,0.2097783684730529
2021-01-11,sino quieres no te hagas vacunar y punto. No desinformes a la población.,0.8678969740867615,0.1233342587947845,0.0087687214836478,0.3649062216281891,0.007805380038917,0.0181791894137859,0.5448680520057678,0.0060457317158579,0.050464179366827,0.0077312039211392,0.1622442454099655,0.0166398044675588,0.0574971139430999
